bin,promised,realized,true_cut,t,setting,seed,p,K
3,0.350027,0.328587,0.345021,1,license=0.1,4,0.25,3
4,0.410824,0.361041,0.402561,1,license=0.1,4,0.25,3
0,0.151811,0.101985,0.145947,10,license=0.1,4,0.25,3
1,0.2448,0.177918,0.233958,10,license=0.1,4,0.25,3
2,0.300234,0.219125,0.295953,10,license=0.1,4,0.25,3
3,0.350027,0.24838,0.345021,10,license=0.1,4,0.25,3
4,0.410824,0.275685,0.402561,10,license=0.1,4,0.25,3
0,0.148676,0.139441,0.141103,1,license=0.1,4,0.5,3
1,0.243084,0.236457,0.232711,1,license=0.1,4,0.5,3
2,0.298505,0.289959,0.289497,1,license=0.1,4,0.5,3
3,0.34785,0.326527,0.335591,1,license=0.1,4,0.5,3
4,0.409081,0.355205,0.401115,1,license=0.1,4,0.5,3
0,0.148676,0.107135,0.141103,10,license=0.1,4,0.5,3
1,0.243084,0.182371,0.232711,10,license=0.1,4,0.5,3
2,0.298505,0.215705,0.289497,10,license=0.1,4,0.5,3
3,0.34785,0.230956,0.335591,10,license=0.1,4,0.5,3
4,0.409081,0.249185,0.401115,10,license=0.1,4,0.5,3
0,0.148067,0.140848,0.143783,1,license=0.1,4,1,3
1,0.242544,0.234179,0.228163,1,license=0.1,4,1,3
2,0.299882,0.290785,0.293068,1,license=0.1,4,1,3
3,0.348966,0.331013,0.341291,1,license=0.1,4,1,3
4,0.409178,0.354887,0.404123,1,license=0.1,4,1,3
0,0.148067,0.117411,0.143783,10,license=0.1,4,1,3
1,0.242544,0.210511,0.228163,10,license=0.1,4,1,3
2,0.299882,0.263997,0.293068,10,license=0.1,4,1,3
3,0.348966,0.296601,0.341291,10,license=0.1,4,1,3
4,0.409178,0.316156,0.404123,10,license=0.1,4,1,3
0,0.168539,0.169367,0.150874,1,license=0.1,5,0.1,3
1,0.270568,0.267393,0.241742,1,license=0.1,5,0.1,3
2,0.316362,0.297624,0.285054,1,license=0.1,5,0.1,3
3,0.354376,0.325677,0.315484,1,license=0.1,5,0.1,3
4,0.403027,0.324498,0.334464,1,license=0.1,5,0.1,3
0,0.168539,0.130405,0.150874,10,license=0.1,5,0.1,3
1,0.270568,0.227564,0.241742,10,license=0.1,5,0.1,3
2,0.316362,0.247709,0.285054,10,license=0.1,5,0.1,3
3,0.354376,0.276634,0.315484,10,license=0.1,5,0.1,3
4,0.403027,0.27691,0.334464,10,license=0.1,5,0.1,3
0,0.163083,0.16086,0.152005,1,license=0.1,5,0.25,3
1,0.25577,0.251107,0.224168,1,license=0.1,5,0.25,3
2,0.305176,0.298875,0.270038,1,license=0.1,5,0.25,3
3,0.346745,0.318907,0.30656,1,license=0.1,5,0.25,3
4,0.400218,0.335093,0.34909,1,license=0.1,5,0.25,3
0,0.163083,0.116164,0.152005,10,license=0.1,5,0.25,3
1,0.25577,0.191605,0.224168,10,license=0.1,5,0.25,3
2,0.305176,0.233471,0.270038,10,license=0.1,5,0.25,3
3,0.346745,0.250164,0.30656,10,license=0.1,5,0.25,3
4,0.400218,0.261833,0.34909,10,license=0.1,5,0.25,3
0,0.158113,0.15309,0.143424,1,license=0.1,5,0.5,3
1,0.252116,0.244822,0.21634,1,license=0.1,5,0.5,3
2,0.303357,0.295048,0.268209,1,license=0.1,5,0.5,3
3,0.345049,0.31978,0.304873,1,license=0.1,5,0.5,3
4,0.398884,0.336911,0.336388,1,license=0.1,5,0.5,3
0,0.158113,0.103263,0.143424,10,license=0.1,5,0.5,3
1,0.252116,0.179342,0.21634,10,license=0.1,5,0.5,3
2,0.303357,0.219549,0.268209,10,license=0.1,5,0.5,3
3,0.345049,0.236722,0.304873,10,license=0.1,5,0.5,3
4,0.398884,0.248693,0.336388,10,license=0.1,5,0.5,3
0,0.156765,0.153385,0.1419,1,license=0.1,5,1,3
1,0.249953,0.24224,0.218026,1,license=0.1,5,1,3
2,0.301889,0.29389,0.265975,1,license=0.1,5,1,3
3,0.342831,0.318667,0.298448,1,license=0.1,5,1,3
4,0.395997,0.336866,0.339374,1,license=0.1,5,1,3
0,0.156765,0.127945,0.1419,10,license=0.1,5,1,3
1,0.249953,0.22205,0.218026,10,license=0.1,5,1,3
2,0.301889,0.285477,0.265975,10,license=0.1,5,1,3
3,0.342831,0.312742,0.298448,10,license=0.1,5,1,3
4,0.395997,0.331892,0.339374,10,license=0.1,5,1,3
0,0.158906,0.15068,0.139818,1,license=0.1,6,0.1,3
1,0.246441,0.231582,0.219325,1,license=0.1,6,0.1,3
2,0.302701,0.289657,0.26764,1,license=0.1,6,0.1,3
3,0.347077,0.31457,0.325579,1,license=0.1,6,0.1,3
4,0.405772,0.351699,0.382454,1,license=0.1,6,0.1,3
0,0.158906,0.102934,0.139818,10,license=0.1,6,0.1,3
1,0.246441,0.181034,0.219325,10,license=0.1,6,0.1,3
2,0.302701,0.24498,0.26764,10,license=0.1,6,0.1,3
3,0.347077,0.285797,0.325579,10,license=0.1,6,0.1,3
4,0.405772,0.319643,0.382454,10,license=0.1,6,0.1,3
0,0.153921,0.140527,0.131604,1,license=0.1,6,0.25,3
1,0.241087,0.225856,0.214959,1,license=0.1,6,0.25,3
2,0.296874,0.281982,0.264233,1,license=0.1,6,0.25,3
3,0.344778,0.316752,0.332331,1,license=0.1,6,0.25,3
4,0.405597,0.33932,0.379745,1,license=0.1,6,0.25,3
0,0.153921,0.0915932,0.131604,10,license=0.1,6,0.25,3
1,0.241087,0.168271,0.214959,10,license=0.1,6,0.25,3
2,0.296874,0.228129,0.264233,10,license=0.1,6,0.25,3
3,0.344778,0.27328,0.332331,10,license=0.1,6,0.25,3
4,0.405597,0.295053,0.379745,10,license=0.1,6,0.25,3
0,0.16054,0.146356,0.138227,1,license=0.1,6,0.5,3
1,0.247563,0.232893,0.217806,1,license=0.1,6,0.5,3
2,0.301154,0.286536,0.275335,1,license=0.1,6,0.5,3
3,0.346698,0.322109,0.336516,1,license=0.1,6,0.5,3
4,0.40624,0.33767,0.385354,1,license=0.1,6,0.5,3
0,0.16054,0.100808,0.138227,10,license=0.1,6,0.5,3
1,0.247563,0.178752,0.217806,10,license=0.1,6,0.5,3
2,0.301154,0.22658,0.275335,10,license=0.1,6,0.5,3
3,0.346698,0.258784,0.336516,10,license=0.1,6,0.5,3
4,0.40624,0.269239,0.385354,10,license=0.1,6,0.5,3
0,0.159042,0.145289,0.141687,1,license=0.1,6,1,3
1,0.249462,0.234012,0.216533,1,license=0.1,6,1,3
2,0.300899,0.286453,0.279201,1,license=0.1,6,1,3
3,0.345703,0.318621,0.334475,1,license=0.1,6,1,3
4,0.404894,0.334384,0.385619,1,license=0.1,6,1,3
0,0.159042,0.110964,0.141687,10,license=0.1,6,1,3
1,0.249462,0.20764,0.216533,10,license=0.1,6,1,3
2,0.300899,0.29755,0.279201,10,license=0.1,6,1,3
3,0.345703,0.349511,0.334475,10,license=0.1,6,1,3
4,0.404894,0.372791,0.385619,10,license=0.1,6,1,3
0,0.134771,0.137244,0.14039,1,license=0.1,7,0.1,3
1,0.225769,0.228017,0.240386,1,license=0.1,7,0.1,3
2,0.277504,0.271892,0.281386,1,license=0.1,7,0.1,3
3,0.326593,0.299788,0.319973,1,license=0.1,7,0.1,3
4,0.37773,0.321703,0.374548,1,license=0.1,7,0.1,3
0,0.134771,0.136945,0.14039,10,license=0.1,7,0.1,3
1,0.225769,0.224185,0.240386,10,license=0.1,7,0.1,3
2,0.277504,0.267902,0.281386,10,license=0.1,7,0.1,3
3,0.326593,0.296377,0.319973,10,license=0.1,7,0.1,3
4,0.37773,0.320523,0.374548,10,license=0.1,7,0.1,3
0,0.141668,0.147871,0.150518,1,license=0.1,7,0.25,3
1,0.232104,0.236386,0.238919,1,license=0.1,7,0.25,3
2,0.280372,0.2681,0.276688,1,license=0.1,7,0.25,3
3,0.328004,0.304906,0.325321,1,license=0.1,7,0.25,3
4,0.382234,0.326127,0.380681,1,license=0.1,7,0.25,3
0,0.141668,0.143215,0.150518,10,license=0.1,7,0.25,3
1,0.232104,0.222874,0.238919,10,license=0.1,7,0.25,3
2,0.280372,0.253639,0.276688,10,license=0.1,7,0.25,3
3,0.328004,0.285008,0.325321,10,license=0.1,7,0.25,3
4,0.382234,0.304762,0.380681,10,license=0.1,7,0.25,3
0,0.14122,0.145796,0.1503,1,license=0.1,7,0.5,3
1,0.228719,0.231233,0.232051,1,license=0.1,7,0.5,3
2,0.277267,0.266209,0.270941,1,license=0.1,7,0.5,3
3,0.324036,0.300253,0.319289,1,license=0.1,7,0.5,3
4,0.380037,0.321535,0.377735,1,license=0.1,7,0.5,3
0,0.14122,0.139157,0.1503,10,license=0.1,7,0.5,3
1,0.228719,0.210731,0.232051,10,license=0.1,7,0.5,3
2,0.277267,0.236295,0.270941,10,license=0.1,7,0.5,3
3,0.324036,0.25899,0.319289,10,license=0.1,7,0.5,3
4,0.380037,0.272534,0.377735,10,license=0.1,7,0.5,3
0,0.139919,0.142409,0.145878,1,license=0.1,7,1,3
1,0.226247,0.229447,0.232987,1,license=0.1,7,1,3
2,0.277949,0.267344,0.272746,1,license=0.1,7,1,3
3,0.32453,0.299351,0.31994,1,license=0.1,7,1,3
4,0.380439,0.321862,0.37588,1,license=0.1,7,1,3
0,0.139919,0.145834,0.145878,10,license=0.1,7,1,3
1,0.226247,0.248869,0.232987,10,license=0.1,7,1,3
2,0.277949,0.299138,0.272746,10,license=0.1,7,1,3
3,0.32453,0.346325,0.31994,10,license=0.1,7,1,3
4,0.380439,0.366022,0.37588,10,license=0.1,7,1,3
0,0.178712,0.176895,0.148934,1,license=0.1,8,0.1,3
1,0.273723,0.26755,0.225466,1,license=0.1,8,0.1,3
2,0.324069,0.306853,0.282464,1,license=0.1,8,0.1,3
3,0.365267,0.338799,0.327246,1,license=0.1,8,0.1,3
4,0.415471,0.364257,0.381837,1,license=0.1,8,0.1,3
0,0.178712,0.124137,0.148934,10,license=0.1,8,0.1,3
1,0.273723,0.209193,0.225466,10,license=0.1,8,0.1,3
2,0.324069,0.24697,0.282464,10,license=0.1,8,0.1,3
3,0.365267,0.27127,0.327246,10,license=0.1,8,0.1,3
4,0.415471,0.287996,0.381837,10,license=0.1,8,0.1,3
0,0.173149,0.169469,0.151233,1,license=0.1,8,0.25,3
1,0.268436,0.263241,0.223604,1,license=0.1,8,0.25,3
2,0.319018,0.3065,0.26883,1,license=0.1,8,0.25,3
3,0.360946,0.335871,0.32407,1,license=0.1,8,0.25,3
4,0.41272,0.360777,0.371852,1,license=0.1,8,0.25,3
0,0.173149,0.107937,0.151233,10,license=0.1,8,0.25,3
1,0.268436,0.181153,0.223604,10,license=0.1,8,0.25,3
2,0.319018,0.226373,0.26883,10,license=0.1,8,0.25,3
3,0.360946,0.241969,0.32407,10,license=0.1,8,0.25,3
4,0.41272,0.257958,0.371852,10,license=0.1,8,0.25,3
0,0.173956,0.173765,0.149316,1,license=0.1,8,0.5,3
1,0.268443,0.262974,0.220307,1,license=0.1,8,0.5,3
2,0.319042,0.305967,0.267354,1,license=0.1,8,0.5,3
3,0.358947,0.334374,0.317833,1,license=0.1,8,0.5,3
4,0.412026,0.360483,0.376225,1,license=0.1,8,0.5,3
0,0.173956,0.0961567,0.149316,10,license=0.1,8,0.5,3
1,0.268443,0.169466,0.220307,10,license=0.1,8,0.5,3
2,0.319042,0.215036,0.267354,10,license=0.1,8,0.5,3
3,0.358947,0.223054,0.317833,10,license=0.1,8,0.5,3
4,0.412026,0.234314,0.376225,10,license=0.1,8,0.5,3
0,0.177002,0.17408,0.148827,1,license=0.1,8,1,3
1,0.269376,0.262583,0.223326,1,license=0.1,8,1,3
2,0.318755,0.305752,0.267654,1,license=0.1,8,1,3
3,0.358745,0.334586,0.319167,1,license=0.1,8,1,3
4,0.411309,0.359211,0.371704,1,license=0.1,8,1,3
0,0.177002,0.117173,0.148827,10,license=0.1,8,1,3
1,0.269376,0.216526,0.223326,10,license=0.1,8,1,3
2,0.318755,0.293054,0.267654,10,license=0.1,8,1,3
3,0.358745,0.334992,0.319167,10,license=0.1,8,1,3
4,0.411309,0.364209,0.371704,10,license=0.1,8,1,3
0,0.134053,0.135331,0.144877,1,license=0.1,9,0.1,3
1,0.242014,0.233617,0.219616,1,license=0.1,9,0.1,3
2,0.289635,0.279431,0.265283,1,license=0.1,9,0.1,3
3,0.334869,0.294567,0.313171,1,license=0.1,9,0.1,3
4,0.396279,0.310596,0.381209,1,license=0.1,9,0.1,3
0,0.134053,0.126001,0.144877,10,license=0.1,9,0.1,3
1,0.242014,0.220977,0.219616,10,license=0.1,9,0.1,3
2,0.289635,0.266625,0.265283,10,license=0.1,9,0.1,3
3,0.334869,0.278569,0.313171,10,license=0.1,9,0.1,3
4,0.396279,0.294736,0.381209,10,license=0.1,9,0.1,3
0,0.141855,0.141422,0.147748,1,license=0.1,9,0.25,3
1,0.240909,0.23294,0.226132,1,license=0.1,9,0.25,3
2,0.291986,0.27122,0.267553,1,license=0.1,9,0.25,3
3,0.338286,0.305127,0.331556,1,license=0.1,9,0.25,3
4,0.397462,0.316718,0.37469,1,license=0.1,9,0.25,3
0,0.141855,0.120061,0.147748,10,license=0.1,9,0.25,3
1,0.240909,0.206127,0.226132,10,license=0.1,9,0.25,3
2,0.291986,0.239419,0.267553,10,license=0.1,9,0.25,3
3,0.338286,0.266907,0.331556,10,license=0.1,9,0.25,3
4,0.397462,0.272707,0.37469,10,license=0.1,9,0.25,3
0,0.139768,0.142213,0.146431,1,license=0.1,9,0.5,3
1,0.235564,0.228188,0.219522,1,license=0.1,9,0.5,3
2,0.289604,0.265752,0.267029,1,license=0.1,9,0.5,3
3,0.337515,0.30512,0.332659,1,license=0.1,9,0.5,3
4,0.393416,0.315448,0.384083,1,license=0.1,9,0.5,3
0,0.139768,0.116626,0.146431,10,license=0.1,9,0.5,3
1,0.235564,0.188013,0.219522,10,license=0.1,9,0.5,3
2,0.289604,0.213154,0.267029,10,license=0.1,9,0.5,3
3,0.337515,0.243213,0.332659,10,license=0.1,9,0.5,3
4,0.393416,0.25125,0.384083,10,license=0.1,9,0.5,3
0,0.142841,0.144086,0.14592,1,license=0.1,9,1,3
1,0.237795,0.228698,0.215219,1,license=0.1,9,1,3
2,0.292247,0.271333,0.271418,1,license=0.1,9,1,3
3,0.337556,0.303491,0.33045,1,license=0.1,9,1,3
4,0.392048,0.315852,0.381174,1,license=0.1,9,1,3
0,0.142841,0.13613,0.14592,10,license=0.1,9,1,3
1,0.237795,0.237989,0.215219,10,license=0.1,9,1,3
2,0.292247,0.303123,0.271418,10,license=0.1,9,1,3
3,0.337556,0.350432,0.33045,10,license=0.1,9,1,3
4,0.392048,0.366296,0.381174,10,license=0.1,9,1,3
0,0.11772,0.107285,0.120344,1,license=0.1,10,0.1,3
1,0.221479,0.204552,0.199131,1,license=0.1,10,0.1,3
2,0.287575,0.270181,0.273209,1,license=0.1,10,0.1,3
3,0.3316,0.29886,0.300388,1,license=0.1,10,0.1,3
4,0.388292,0.309901,0.345892,1,license=0.1,10,0.1,3
0,0.11772,0.107914,0.120344,10,license=0.1,10,0.1,3
1,0.221479,0.194988,0.199131,10,license=0.1,10,0.1,3
2,0.287575,0.255511,0.273209,10,license=0.1,10,0.1,3
3,0.3316,0.282269,0.300388,10,license=0.1,10,0.1,3
4,0.388292,0.304125,0.345892,10,license=0.1,10,0.1,3
0,0.137364,0.125651,0.142659,1,license=0.1,10,0.25,3
1,0.237155,0.221834,0.223061,1,license=0.1,10,0.25,3
2,0.290632,0.268998,0.260653,1,license=0.1,10,0.25,3
3,0.329619,0.301594,0.292654,1,license=0.1,10,0.25,3
4,0.388252,0.315448,0.341331,1,license=0.1,10,0.25,3
0,0.137364,0.120769,0.142659,10,license=0.1,10,0.25,3
1,0.237155,0.200369,0.223061,10,license=0.1,10,0.25,3
2,0.290632,0.23521,0.260653,10,license=0.1,10,0.25,3
3,0.329619,0.260811,0.292654,10,license=0.1,10,0.25,3
4,0.388252,0.278499,0.341331,10,license=0.1,10,0.25,3
0,0.135697,0.12676,0.143088,1,license=0.1,10,0.5,3
1,0.232907,0.217223,0.219089,1,license=0.1,10,0.5,3
2,0.288552,0.26614,0.26355,1,license=0.1,10,0.5,3
3,0.329949,0.295775,0.281866,1,license=0.1,10,0.5,3
4,0.387269,0.314442,0.335297,1,license=0.1,10,0.5,3
0,0.135697,0.111986,0.143088,10,license=0.1,10,0.5,3
1,0.232907,0.189718,0.219089,10,license=0.1,10,0.5,3
2,0.288552,0.223784,0.26355,10,license=0.1,10,0.5,3
3,0.329949,0.24579,0.281866,10,license=0.1,10,0.5,3
4,0.387269,0.261456,0.335297,10,license=0.1,10,0.5,3
0,0.138004,0.128563,0.143485,1,license=0.1,10,1,3
1,0.234767,0.220458,0.225174,1,license=0.1,10,1,3
2,0.289102,0.267225,0.263197,1,license=0.1,10,1,3
3,0.330968,0.295329,0.285747,1,license=0.1,10,1,3
4,0.386685,0.315588,0.334927,1,license=0.1,10,1,3
0,0.138004,0.13414,0.143485,10,license=0.1,10,1,3
1,0.234767,0.234434,0.225174,10,license=0.1,10,1,3
2,0.289102,0.281887,0.263197,10,license=0.1,10,1,3
3,0.330968,0.305026,0.285747,10,license=0.1,10,1,3
4,0.386685,0.321916,0.334927,10,license=0.1,10,1,3
0,0.141073,0.135028,0.149701,1,license=0.1,11,0.1,3
1,0.217607,0.205775,0.20484,1,license=0.1,11,0.1,3
2,0.27577,0.258999,0.279762,1,license=0.1,11,0.1,3
3,0.332803,0.311779,0.32463,1,license=0.1,11,0.1,3
4,0.390705,0.341105,0.36135,1,license=0.1,11,0.1,3
0,0.141073,0.109976,0.149701,10,license=0.1,11,0.1,3
1,0.217607,0.169762,0.20484,10,license=0.1,11,0.1,3
2,0.27577,0.213044,0.279762,10,license=0.1,11,0.1,3
3,0.332803,0.24737,0.32463,10,license=0.1,11,0.1,3
4,0.390705,0.262828,0.36135,10,license=0.1,11,0.1,3
0,0.136407,0.130913,0.149657,1,license=0.1,11,0.25,3
1,0.216311,0.206764,0.204767,1,license=0.1,11,0.25,3
2,0.278445,0.25799,0.260337,1,license=0.1,11,0.25,3
3,0.332986,0.316789,0.326714,1,license=0.1,11,0.25,3
4,0.389513,0.338627,0.368983,1,license=0.1,11,0.25,3
0,0.136407,0.100392,0.149657,10,license=0.1,11,0.25,3
1,0.216311,0.159429,0.204767,10,license=0.1,11,0.25,3
2,0.278445,0.195296,0.260337,10,license=0.1,11,0.25,3
3,0.332986,0.233047,0.326714,10,license=0.1,11,0.25,3
4,0.389513,0.23937,0.368983,10,license=0.1,11,0.25,3
0,0.136128,0.130059,0.146739,1,license=0.1,11,0.5,3
1,0.217916,0.206845,0.207365,1,license=0.1,11,0.5,3
2,0.279991,0.261995,0.26521,1,license=0.1,11,0.5,3
3,0.33347,0.318067,0.325047,1,license=0.1,11,0.5,3
4,0.388721,0.341264,0.371046,1,license=0.1,11,0.5,3
0,0.136128,0.0948279,0.146739,10,license=0.1,11,0.5,3
1,0.217916,0.155435,0.207365,10,license=0.1,11,0.5,3
2,0.279991,0.192392,0.26521,10,license=0.1,11,0.5,3
3,0.33347,0.221899,0.325047,10,license=0.1,11,0.5,3
4,0.388721,0.232379,0.371046,10,license=0.1,11,0.5,3
0,0.1338,0.128168,0.142238,1,license=0.1,11,1,3
1,0.216283,0.203539,0.209035,1,license=0.1,11,1,3
2,0.276946,0.258295,0.258395,1,license=0.1,11,1,3
3,0.33284,0.316833,0.325251,1,license=0.1,11,1,3
4,0.389496,0.340406,0.37086,1,license=0.1,11,1,3
0,0.1338,0.097527,0.142238,10,license=0.1,11,1,3
1,0.216283,0.188522,0.209035,10,license=0.1,11,1,3
2,0.276946,0.261507,0.258395,10,license=0.1,11,1,3
3,0.33284,0.330361,0.325251,10,license=0.1,11,1,3
4,0.389496,0.345604,0.37086,10,license=0.1,11,1,3
0,0.124046,0.0921357,0.142811,1,license=0.1,12,0.1,3
1,0.210429,0.172014,0.240295,1,license=0.1,12,0.1,3
2,0.271666,0.242918,0.269012,1,license=0.1,12,0.1,3
3,0.327797,0.303395,0.277645,1,license=0.1,12,0.1,3
4,0.395243,0.326824,0.345566,1,license=0.1,12,0.1,3
0,0.124046,0.106348,0.142811,10,license=0.1,12,0.1,3
1,0.210429,0.184837,0.240295,10,license=0.1,12,0.1,3
2,0.271666,0.239179,0.269012,10,license=0.1,12,0.1,3
3,0.327797,0.268618,0.277645,10,license=0.1,12,0.1,3
4,0.395243,0.281639,0.345566,10,license=0.1,12,0.1,3
0,0.129557,0.0927847,0.14936,1,license=0.1,12,0.25,3
1,0.21609,0.172832,0.227526,1,license=0.1,12,0.25,3
2,0.27833,0.24759,0.266273,1,license=0.1,12,0.25,3
3,0.334536,0.307029,0.291916,1,license=0.1,12,0.25,3
4,0.401132,0.32197,0.344377,1,license=0.1,12,0.25,3
0,0.129557,0.115052,0.14936,10,license=0.1,12,0.25,3
1,0.21609,0.186781,0.227526,10,license=0.1,12,0.25,3
2,0.27833,0.230517,0.266273,10,license=0.1,12,0.25,3
3,0.334536,0.254862,0.291916,10,license=0.1,12,0.25,3
4,0.401132,0.248989,0.344377,10,license=0.1,12,0.25,3
0,0.129209,0.0927282,0.151922,1,license=0.1,12,0.5,3
1,0.21919,0.177058,0.231986,1,license=0.1,12,0.5,3
2,0.281275,0.250871,0.267579,1,license=0.1,12,0.5,3
3,0.335545,0.303996,0.293337,1,license=0.1,12,0.5,3
4,0.399526,0.324643,0.343078,1,license=0.1,12,0.5,3
0,0.129209,0.120951,0.151922,10,license=0.1,12,0.5,3
1,0.21919,0.186736,0.231986,10,license=0.1,12,0.5,3
2,0.281275,0.210177,0.267579,10,license=0.1,12,0.5,3
3,0.335545,0.214423,0.293337,10,license=0.1,12,0.5,3
4,0.399526,0.213427,0.343078,10,license=0.1,12,0.5,3
0,0.13091,0.0965891,0.15585,1,license=0.1,12,1,3
1,0.221925,0.180347,0.237788,1,license=0.1,12,1,3
2,0.284442,0.253646,0.268864,1,license=0.1,12,1,3
3,0.336791,0.304684,0.294725,1,license=0.1,12,1,3
4,0.400044,0.327928,0.342498,1,license=0.1,12,1,3
0,0.13091,0.102607,0.15585,10,license=0.1,12,1,3
1,0.221925,0.194577,0.237788,10,license=0.1,12,1,3
2,0.284442,0.284568,0.268864,10,license=0.1,12,1,3
3,0.336791,0.337887,0.294725,10,license=0.1,12,1,3
4,0.400044,0.343271,0.342498,10,license=0.1,12,1,3
0,0.111531,0.105328,0.128119,1,license=0.1,13,0.1,3
1,0.196245,0.184798,0.220509,1,license=0.1,13,0.1,3
2,0.244543,0.236271,0.269376,1,license=0.1,13,0.1,3
3,0.290664,0.269994,0.330649,1,license=0.1,13,0.1,3
4,0.342416,0.283215,0.398913,1,license=0.1,13,0.1,3
0,0.111531,0.141724,0.128119,10,license=0.1,13,0.1,3
1,0.196245,0.216328,0.220509,10,license=0.1,13,0.1,3
2,0.244543,0.274166,0.269376,10,license=0.1,13,0.1,3
3,0.290664,0.294924,0.330649,10,license=0.1,13,0.1,3
4,0.342416,0.304314,0.398913,10,license=0.1,13,0.1,3
0,0.108005,0.0954111,0.126218,1,license=0.1,13,0.25,3
1,0.193632,0.182752,0.220772,1,license=0.1,13,0.25,3
2,0.245443,0.237968,0.270138,1,license=0.1,13,0.25,3
3,0.28836,0.268545,0.331287,1,license=0.1,13,0.25,3
4,0.338436,0.284328,0.398233,1,license=0.1,13,0.25,3
0,0.108005,0.137774,0.126218,10,license=0.1,13,0.25,3
1,0.193632,0.223692,0.220772,10,license=0.1,13,0.25,3
2,0.245443,0.27361,0.270138,10,license=0.1,13,0.25,3
3,0.28836,0.291698,0.331287,10,license=0.1,13,0.25,3
4,0.338436,0.303132,0.398233,10,license=0.1,13,0.25,3
0,0.114453,0.101352,0.131208,1,license=0.1,13,0.5,3
1,0.197175,0.187143,0.22055,1,license=0.1,13,0.5,3
2,0.248087,0.240549,0.275329,1,license=0.1,13,0.5,3
3,0.288793,0.265869,0.328743,1,license=0.1,13,0.5,3
4,0.338813,0.283375,0.394364,1,license=0.1,13,0.5,3
0,0.114453,0.165921,0.131208,10,license=0.1,13,0.5,3
1,0.197175,0.237814,0.22055,10,license=0.1,13,0.5,3
2,0.248087,0.273379,0.275329,10,license=0.1,13,0.5,3
3,0.288793,0.284488,0.328743,10,license=0.1,13,0.5,3
4,0.338813,0.293438,0.394364,10,license=0.1,13,0.5,3
0,0.117276,0.107234,0.139024,1,license=0.1,13,1,3
1,0.198463,0.18873,0.220124,1,license=0.1,13,1,3
2,0.248209,0.238816,0.278346,1,license=0.1,13,1,3
3,0.28876,0.265723,0.325435,1,license=0.1,13,1,3
4,0.340468,0.286407,0.392409,1,license=0.1,13,1,3
0,0.117276,0.154173,0.139024,10,license=0.1,13,1,3
1,0.198463,0.241456,0.220124,10,license=0.1,13,1,3
2,0.248209,0.315883,0.278346,10,license=0.1,13,1,3
3,0.28876,0.352126,0.325435,10,license=0.1,13,1,3
4,0.340468,0.380193,0.392409,10,license=0.1,13,1,3
0,0.0967739,0.0827523,0.148596,1,license=0.1,14,0.1,3
1,0.184114,0.156921,0.197685,1,license=0.1,14,0.1,3
2,0.256618,0.227638,0.254118,1,license=0.1,14,0.1,3
3,0.308672,0.280373,0.321302,1,license=0.1,14,0.1,3
4,0.365881,0.307706,0.373573,1,license=0.1,14,0.1,3
0,0.0967739,0.144809,0.148596,10,license=0.1,14,0.1,3
1,0.184114,0.199407,0.197685,10,license=0.1,14,0.1,3
2,0.256618,0.23803,0.254118,10,license=0.1,14,0.1,3
3,0.308672,0.28222,0.321302,10,license=0.1,14,0.1,3
4,0.365881,0.30287,0.373573,10,license=0.1,14,0.1,3
0,0.0983199,0.086054,0.142966,1,license=0.1,14,0.25,3
1,0.187466,0.153723,0.205041,1,license=0.1,14,0.25,3
2,0.249283,0.227046,0.251322,1,license=0.1,14,0.25,3
3,0.305902,0.279594,0.317918,1,license=0.1,14,0.25,3
4,0.370997,0.301,0.368828,1,license=0.1,14,0.25,3
0,0.0983199,0.154022,0.142966,10,license=0.1,14,0.25,3
1,0.187466,0.199503,0.205041,10,license=0.1,14,0.25,3
2,0.249283,0.235441,0.251322,10,license=0.1,14,0.25,3
3,0.305902,0.267925,0.317918,10,license=0.1,14,0.25,3
4,0.370997,0.277127,0.368828,10,license=0.1,14,0.25,3
0,0.0965422,0.0834185,0.142569,1,license=0.1,14,0.5,3
1,0.187817,0.159455,0.208491,1,license=0.1,14,0.5,3
2,0.252163,0.232418,0.262557,1,license=0.1,14,0.5,3
3,0.307041,0.277938,0.316203,1,license=0.1,14,0.5,3
4,0.371933,0.301685,0.360747,1,license=0.1,14,0.5,3
0,0.0965422,0.166111,0.142569,10,license=0.1,14,0.5,3
1,0.187817,0.213905,0.208491,10,license=0.1,14,0.5,3
2,0.252163,0.238142,0.262557,10,license=0.1,14,0.5,3
3,0.307041,0.252146,0.316203,10,license=0.1,14,0.5,3
4,0.371933,0.262252,0.360747,10,license=0.1,14,0.5,3
0,0.0953329,0.0803303,0.140657,1,license=0.1,14,1,3
1,0.185019,0.157202,0.209402,1,license=0.1,14,1,3
2,0.249831,0.2313,0.263819,1,license=0.1,14,1,3
3,0.304863,0.274348,0.311389,1,license=0.1,14,1,3
4,0.370534,0.30249,0.360221,1,license=0.1,14,1,3
0,0.0953329,0.151419,0.140657,10,license=0.1,14,1,3
1,0.185019,0.221195,0.209402,10,license=0.1,14,1,3
2,0.249831,0.301331,0.263819,10,license=0.1,14,1,3
3,0.304863,0.335849,0.311389,10,license=0.1,14,1,3
4,0.370534,0.350681,0.360221,10,license=0.1,14,1,3
0,0.1568,0.141479,0.151472,1,license=0.1,15,0.1,3
1,0.243126,0.224207,0.2181,1,license=0.1,15,0.1,3
